product_key,product_no,product_description,product_category,abc_class,store_count,critical_items,high_risk_items,excess_stock_items,inventory_value_at_risk,risk_items
938,PROD-162540,PROD-174233 SEG-517014 Femme Footwear Trailblazer Zephyr,Femme Footwear Trailblazer,C,15,0,0,3,0.0,0
939,PROD-162541,PROD-174234 SEG-517014 Femme Footwear Trailblazer Zephyr,Femme Footwear Trailblazer,C,12,0,0,1,0.0,0
940,PROD-162544,PROD-174226 SEG-517014 Femme Footwear Trailblazer Zephyr,Femme Footwear Trailblazer,B,13,0,0,2,0.0,0
941,PROD-162868,PROD-137093 SEG-508390 Scholar Footwear Modern Legend Summit,Scholar Footwear Modern Legend,B,23,1,1,0,0.0,2
942,PROD-162869,PROD-137096 SEG-508390 Scholar Footwear Modern Legend Summit,Scholar Footwear Modern Legend,B,22,0,0,4,0.0,0
1996,PROD-179159,PROD-149255 SEG-511436 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,A,36,0,0,5,0.0,0
117,PROD-120973,PROD-104355 SEG-500622 Junior Apparel Trousers Varied,Junior Apparel Trousers,C,12,0,0,4,0.0,0
119,PROD-120975,PROD-104357 SEG-500622 Junior Apparel Trousers Varied,Junior Apparel Trousers,C,11,0,0,0,0.0,0
120,PROD-120976,PROD-104358 SEG-500622 Junior Apparel Trousers Varied,Junior Apparel Trousers,C,9,0,0,2,0.0,0
121,PROD-120977,PROD-104359 SEG-500622 Junior Apparel Trousers Varied,Junior Apparel Trousers,C,9,0,0,3,0.0,0
968,PROD-163313,PROD-160832 SEG-514558 Scholar Footwear Trailblazer Feline,Scholar Footwear Trailblazer,B,33,0,0,2,0.0,0
969,PROD-163314,PROD-160833 SEG-514558 Scholar Footwear Trailblazer Feline,Scholar Footwear Trailblazer,A,33,0,0,3,0.0,0
984,PROD-164912,PROD-134154 SEG-507561 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,7,0,0,1,0.0,0
952,PROD-163268,PROD-134244 SEG-507582 Junior Apparel Printed Tees Varied,Junior Apparel Printed Tees,C,18,0,0,3,0.0,0
955,PROD-163272,PROD-130502 SEG-506686 Junior Apparel Printed Tees Varied,Junior Apparel Printed Tees,C,17,1,1,5,0.0,2
1018,PROD-165290,PROD-179220 SEG-518044 Scholar Footwear Court Casual Trident,Scholar Footwear Court Casual,B,40,0,0,4,0.0,0
1019,PROD-165291,PROD-179221 SEG-518044 Scholar Footwear Court Casual Trident,Scholar Footwear Court Casual,A,40,0,0,2,0.0,0
986,PROD-164917,PROD-134161 SEG-507562 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,6,1,0,3,0.0,1
987,PROD-164920,PROD-129381 SEG-506389 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,8,0,0,0,0.0,0
988,PROD-164921,PROD-129384 SEG-506389 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,11,1,1,1,0.0,2
989,PROD-164924,PROD-121937 SEG-504430 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,11,2,1,2,0.0,3
991,PROD-164928,PROD-132137 SEG-507167 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,10,1,0,3,0.0,1
992,PROD-164929,PROD-132140 SEG-507167 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,11,0,0,2,0.0,0
996,PROD-165039,PROD-191924 SEG-521222 Junior Apparel Printed Tees Varied,Junior Apparel Printed Tees,C,18,0,0,5,0.0,0
998,PROD-165041,PROD-191926 SEG-521222 Junior Apparel Printed Tees Varied,Junior Apparel Printed Tees,C,18,0,0,6,0.0,0
999,PROD-165043,PROD-134185 SEG-507568 Junior Apparel Printed Tees Varied,Junior Apparel Printed Tees,C,19,0,0,4,0.0,0
1000,PROD-165044,PROD-134184 SEG-507568 Junior Apparel Printed Tees Varied,Junior Apparel Printed Tees,C,19,0,0,9,0.0,0
1001,PROD-165045,PROD-134187 SEG-507568 Junior Apparel Printed Tees Varied,Junior Apparel Printed Tees,C,19,0,0,6,0.0,0
1990,PROD-178985,PROD-115002 SEG-502616 Toddler Footwear Trailblazer Varied,Scholar Footwear Trailblazer,A,40,0,0,0,0.0,0
1976,PROD-178773,PROD-113919 SEG-502507 Heritage Footwear Retro Legend Summit,Scholar Footwear Retro Legend,A,40,2,0,0,0.0,2
1977,PROD-178777,PROD-113925 SEG-502507 Heritage Footwear Retro Legend Summit,Scholar Footwear Retro Legend,A,40,1,0,0,0.0,1
1980,PROD-178803,PROD-141518 SEG-509388 Scholar Footwear Hardcourt Zephyr,Scholar Footwear Hardcourt,A,39,0,0,2,0.0,0
1981,PROD-178804,PROD-141519 SEG-509388 Scholar Footwear Hardcourt Zephyr,Scholar Footwear Hardcourt,A,39,0,0,1,0.0,0
1982,PROD-178805,PROD-141516 SEG-509388 Scholar Footwear Hardcourt Zephyr,Scholar Footwear Hardcourt,A,39,0,0,1,0.0,0
1983,PROD-178806,PROD-141517 SEG-509388 Scholar Footwear Hardcourt Zephyr,Scholar Footwear Hardcourt,B,39,0,0,1,0.0,0
1986,PROD-178981,PROD-115008 SEG-502616 Toddler Footwear Trailblazer Varied,Scholar Footwear Trailblazer,A,40,0,0,2,0.0,0
1987,PROD-178982,PROD-115003 SEG-502616 Toddler Footwear Trailblazer Varied,Scholar Footwear Trailblazer,A,40,0,0,0,0.0,0
1989,PROD-178984,PROD-115000 SEG-502616 Toddler Footwear Trailblazer Varied,Scholar Footwear Trailblazer,B,40,0,0,1,0.0,0
1002,PROD-165076,PROD-104430 SEG-500638 Junior Apparel Crop Pants Varied,Junior Apparel Crop Pants,C,12,0,0,2,0.0,0
1003,PROD-165077,PROD-104431 SEG-500638 Junior Apparel Crop Pants Varied,Junior Apparel Crop Pants,C,10,0,0,1,0.0,0
1008,PROD-165087,PROD-108151 SEG-501620 Junior Apparel Crop Pants Varied,Junior Apparel Crop Pants,C,16,0,0,2,0.0,0
1009,PROD-165089,PROD-108153 SEG-501620 Junior Apparel Crop Pants Varied,Junior Apparel Crop Pants,C,8,0,0,1,0.0,0
1011,PROD-165150,PROD-108132 SEG-501616 Junior Apparel Crop Pants Varied,Junior Apparel Crop Pants,C,17,0,0,0,0.0,0
1013,PROD-165154,PROD-108136 SEG-501616 Junior Apparel Crop Pants Varied,Junior Apparel Crop Pants,C,14,0,0,3,0.0,0
1028,PROD-165562,PROD-109757 SEG-502036 Femme Footwear Court Casual Trident,Femme Footwear Court Casual,A,40,0,0,2,0.0,0
1029,PROD-165563,PROD-109758 SEG-502036 Femme Footwear Court Casual Trident,Femme Footwear Court Casual,B,40,0,0,0,0.0,0
1030,PROD-165564,PROD-109750 SEG-502036 Femme Footwear Court Casual Trident,Femme Footwear Court Casual,B,40,0,0,0,0.0,0
1032,PROD-165569,PROD-179206 SEG-518043 Scholar Footwear Court Casual Trident,Scholar Footwear Court Casual,A,39,0,0,3,0.0,0
1033,PROD-165570,PROD-179207 SEG-518043 Scholar Footwear Court Casual Trident,Scholar Footwear Court Casual,A,39,0,0,4,0.0,0
1035,PROD-165575,PROD-109663 SEG-502021 Femme Footwear Court Casual Trident,Femme Footwear Court Casual,B,40,0,0,2,0.0,0
1036,PROD-165576,PROD-109664 SEG-502021 Femme Footwear Court Casual Trident,Femme Footwear Court Casual,B,40,0,0,0,0.0,0
1037,PROD-165577,PROD-109665 SEG-502021 Femme Footwear Court Casual Trident,Femme Footwear Court Casual,B,40,0,0,1,0.0,0
1038,PROD-165578,PROD-109666 SEG-502021 Femme Footwear Court Casual Trident,Femme Footwear Court Casual,C,40,0,0,2,0.0,0
1039,PROD-165579,PROD-109667 SEG-502021 Femme Footwear Court Casual Trident,Femme Footwear Court Casual,B,40,0,0,1,0.0,0
1972,PROD-177442,PROD-133325 SEG-507376 Junior Apparel Outer Shells Varied,Junior Apparel Outer Shells,C,10,0,0,0,0.0,0
1973,PROD-177443,PROD-133328 SEG-507376 Junior Apparel Outer Shells Varied,Junior Apparel Outer Shells,C,10,0,0,0,0.0,0
1974,PROD-178771,PROD-113917 SEG-502507 Heritage Footwear Retro Legend Summit,Scholar Footwear Retro Legend,A,40,0,0,2,0.0,0
1975,PROD-178772,PROD-113921 SEG-502507 Heritage Footwear Retro Legend Summit,Scholar Footwear Retro Legend,A,40,1,0,3,0.0,1
417,PROD-151396,PROD-168206 SEG-515934 Junior Apparel Cozy Trousers Zephyr,Junior Apparel Cozy Trousers,C,3,0,0,1,0.0,0
1040,PROD-165591,PROD-179711 SEG-518090 Femme Footwear Court Casual Trident,Femme Footwear Court Casual,B,40,0,0,0,0.0,0
1041,PROD-165592,PROD-179712 SEG-518090 Femme Footwear Court Casual Trident,Femme Footwear Court Casual,B,40,0,0,2,0.0,0
1043,PROD-165594,PROD-179714 SEG-518090 Femme Footwear Court Casual Trident,Femme Footwear Court Casual,A,40,0,0,9,0.0,0
1045,PROD-165596,PROD-179716 SEG-518090 Femme Footwear Court Casual Trident,Femme Footwear Court Casual,A,40,0,0,6,0.0,0
1046,PROD-165597,PROD-179717 SEG-518090 Femme Footwear Court Casual Trident,Femme Footwear Court Casual,B,40,0,0,8,0.0,0
1049,PROD-165731,PROD-134110 SEG-507551 Junior Apparel Light Shells Varied,Junior Apparel Light Shells,C,9,0,0,1,0.0,0
1050,PROD-165774,PROD-134125 SEG-507554 Junior Apparel Trousers Varied,Junior Apparel Trousers,C,11,0,0,1,0.0,0
1021,PROD-165450,PROD-134063 SEG-507541 Junior Apparel Trousers Varied,Junior Apparel Trousers,C,16,0,0,1,0.0,0
1022,PROD-165556,PROD-109751 SEG-502036 Femme Footwear Court Casual Trident,Femme Footwear Court Casual,B,40,0,0,1,0.0,0
1023,PROD-165557,PROD-109752 SEG-502036 Femme Footwear Court Casual Trident,Femme Footwear Court Casual,B,40,0,0,1,0.0,0
1026,PROD-165560,PROD-109755 SEG-502036 Femme Footwear Court Casual Trident,Femme Footwear Court Casual,A,40,0,0,1,0.0,0
1969,PROD-177439,PROD-133329 SEG-507376 Junior Apparel Outer Shells Varied,Junior Apparel Outer Shells,C,10,0,0,0,0.0,0
1970,PROD-177440,PROD-133327 SEG-507376 Junior Apparel Outer Shells Varied,Junior Apparel Outer Shells,C,10,0,0,1,0.0,0
1971,PROD-177441,PROD-133326 SEG-507376 Junior Apparel Outer Shells Varied,Junior Apparel Outer Shells,C,10,0,0,3,0.0,0
1058,PROD-165927,PROD-148611 SEG-511366 Newborn Footwear Trailblazer Varied,Scholar Footwear Trailblazer,A,40,2,0,0,0.0,2
1059,PROD-165928,PROD-148612 SEG-511366 Newborn Footwear Trailblazer Varied,Scholar Footwear Trailblazer,A,40,0,0,1,0.0,0
405,PROD-149693,PROD-103118 SEG-500427 Scholar Footwear Court Casual Trident,Scholar Footwear Court Casual,A,38,0,0,18,0.0,0
407,PROD-149696,PROD-103094 SEG-500425 Scholar Footwear Court Casual Trident,Scholar Footwear Court Casual,B,39,0,0,4,0.0,0
408,PROD-149698,PROD-103096 SEG-500425 Scholar Footwear Court Casual Trident,Scholar Footwear Court Casual,A,40,0,0,10,0.0,0
409,PROD-149699,PROD-103097 SEG-500425 Scholar Footwear Court Casual Trident,Scholar Footwear Court Casual,A,38,0,0,14,0.0,0
410,PROD-149700,PROD-103098 SEG-500425 Scholar Footwear Court Casual Trident,Scholar Footwear Court Casual,A,40,0,0,21,0.0,0
415,PROD-151393,PROD-168205 SEG-515934 Junior Apparel Cozy Trousers Zephyr,Junior Apparel Cozy Trousers,C,9,0,0,2,0.0,0
1060,PROD-165929,PROD-148613 SEG-511366 Newborn Footwear Trailblazer Varied,Scholar Footwear Trailblazer,A,40,0,0,0,0.0,0
1062,PROD-165931,PROD-148615 SEG-511366 Newborn Footwear Trailblazer Varied,Scholar Footwear Trailblazer,A,40,1,0,2,0.0,1
1065,PROD-165934,PROD-148610 SEG-511366 Newborn Footwear Trailblazer Varied,Scholar Footwear Trailblazer,A,40,1,0,1,0.0,1
1066,PROD-165935,PROD-148750 SEG-511382 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear Trailblazer,B,40,0,0,2,0.0,0
1067,PROD-165937,PROD-148752 SEG-511382 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear Trailblazer,B,40,0,0,1,0.0,0
1068,PROD-165938,PROD-148753 SEG-511382 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear Trailblazer,A,40,0,0,7,0.0,0
1069,PROD-165939,PROD-148754 SEG-511382 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear Trailblazer,A,40,0,0,11,0.0,0
1072,PROD-165943,PROD-148736 SEG-511381 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear Trailblazer,B,40,0,0,0,0.0,0
1073,PROD-165945,PROD-148738 SEG-511381 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear Trailblazer,B,40,0,0,0,0.0,0
1074,PROD-165946,PROD-148739 SEG-511381 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear Trailblazer,A,40,0,0,8,0.0,0
1076,PROD-165948,PROD-148741 SEG-511381 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear Trailblazer,A,40,0,0,11,0.0,0
1966,PROD-177187,PROD-182470 SEG-518722 Junior Apparel Printed Tees Varied,Junior Apparel Printed Tees,C,16,1,1,4,0.0,2
1949,PROD-177159,PROD-133279 SEG-507365 Junior Apparel Cozy Pullovers Varied,Junior Apparel Cozy Pullovers,C,7,0,0,0,0.0,0
1950,PROD-177168,PROD-170100 SEG-516275 Junior Apparel Cozy Pullovers Varied,Junior Apparel Cozy Pullovers,C,9,0,0,3,0.0,0
1951,PROD-177169,PROD-170099 SEG-516275 Junior Apparel Cozy Pullovers Varied,Junior Apparel Cozy Pullovers,C,9,0,0,2,0.0,0
1952,PROD-177170,PROD-170098 SEG-516275 Junior Apparel Cozy Pullovers Varied,Junior Apparel Cozy Pullovers,C,9,0,0,0,0.0,0
1953,PROD-177171,PROD-170101 SEG-516275 Junior Apparel Cozy Pullovers Varied,Junior Apparel Cozy Pullovers,C,9,0,0,0,0.0,0
1954,PROD-177173,PROD-170105 SEG-516276 Junior Apparel Cozy Trousers Varied,Junior Apparel Cozy Trousers,C,9,0,0,2,0.0,0
1955,PROD-177174,PROD-170104 SEG-516276 Junior Apparel Cozy Trousers Varied,Junior Apparel Cozy Trousers,C,9,0,0,2,0.0,0
1956,PROD-177175,PROD-170103 SEG-516276 Junior Apparel Cozy Trousers Varied,Junior Apparel Cozy Trousers,C,9,0,0,1,0.0,0
1957,PROD-177177,PROD-121084 SEG-504170 Junior Apparel Outer Shells Varied,Junior Apparel Outer Shells,C,14,1,0,2,0.0,1
1958,PROD-177178,PROD-121082 SEG-504170 Junior Apparel Outer Shells Varied,Junior Apparel Outer Shells,B,14,0,0,2,0.0,0
1962,PROD-177183,PROD-191175 SEG-521013 Junior Apparel Printed Tees Varied,Junior Apparel Printed Tees,C,17,1,1,5,0.0,2
1093,PROD-165971,PROD-149002 SEG-511409 Newborn Footwear Trailblazer Varied,Scholar Footwear Trailblazer,B,13,0,0,2,0.0,0
400,PROD-148839,PROD-182247 SEG-518682 Femme Footwear Court Casual Trident,Femme Footwear Court Casual,C,29,0,0,5,0.0,0
1121,PROD-166154,PROD-149164 SEG-511428 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,B,40,0,0,1,0.0,0
1123,PROD-166156,PROD-149166 SEG-511428 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,A,40,0,0,1,0.0,0
389,PROD-148166,PROD-108122 SEG-501614 Junior Apparel Denim Classics Varied,Junior Apparel Denim Classics,C,8,0,0,1,0.0,0
394,PROD-148308,PROD-117612 SEG-503080 Junior Apparel Printed Tees Varied,Junior Apparel Printed Tees,C,18,1,1,2,0.0,2
395,PROD-148674,PROD-132684 SEG-507285 Femme Footwear Trailblazer Stride Pro,Femme Footwear Trailblazer,B,8,1,0,0,0.0,1
1947,PROD-177114,PROD-121076 SEG-504169 Junior Apparel Cozy Trousers Varied,Junior Apparel Cozy Trousers,C,9,0,0,0,0.0,0
2236,PROD-188436,PROD-122928 SEG-504712 Junior Apparel Cozy Pullovers Varied,Junior Apparel Cozy Pullovers,C,8,0,0,0,0.0,0
2237,PROD-188437,PROD-122931 SEG-504712 Junior Apparel Cozy Pullovers Varied,Junior Apparel Cozy Pullovers,C,8,0,0,0,0.0,0
2238,PROD-188439,PROD-122940 SEG-504714 Junior Apparel Cozy Trousers Varied,Junior Apparel Cozy Trousers,C,8,0,0,0,0.0,0
2239,PROD-188440,PROD-122939 SEG-504714 Junior Apparel Cozy Trousers Varied,Junior Apparel Cozy Trousers,C,9,0,0,0,0.0,0
2240,PROD-188441,PROD-122938 SEG-504714 Junior Apparel Cozy Trousers Varied,Junior Apparel Cozy Trousers,C,8,0,0,0,0.0,0
2241,PROD-188442,PROD-122941 SEG-504714 Junior Apparel Cozy Trousers Varied,Junior Apparel Cozy Trousers,C,8,0,0,0,0.0,0
2242,PROD-188444,PROD-184033 SEG-519124 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,7,0,0,0,0.0,0
2243,PROD-188445,PROD-184032 SEG-519124 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,8,0,0,0,0.0,0
2244,PROD-188446,PROD-184031 SEG-519124 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,6,0,0,0,0.0,0
484,PROD-152227,PROD-149100 SEG-511422 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear Trailblazer,A,40,0,0,5,0.0,0
1945,PROD-177110,PROD-121060 SEG-504166 Junior Apparel Cozy Pullovers Varied,Junior Apparel Cozy Pullovers,C,9,0,0,0,0.0,0
1946,PROD-177113,PROD-121077 SEG-504169 Junior Apparel Cozy Trousers Varied,Junior Apparel Cozy Trousers,C,10,0,0,0,0.0,0
1131,PROD-166164,PROD-148937 SEG-511404 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,A,40,1,0,8,0.0,1
1132,PROD-166165,PROD-148938 SEG-511404 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,A,40,1,0,8,0.0,1
1133,PROD-166166,PROD-148939 SEG-511404 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,A,40,1,0,4,0.0,1
1136,PROD-166169,PROD-148942 SEG-511404 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,B,40,0,0,2,0.0,0
1137,PROD-166170,PROD-148943 SEG-511404 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,B,40,0,0,2,0.0,0
1138,PROD-166171,PROD-148944 SEG-511405 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,B,40,0,0,1,0.0,0
1140,PROD-166173,PROD-148946 SEG-511405 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,A,40,0,0,4,0.0,0
1141,PROD-166174,PROD-148947 SEG-511405 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,A,40,0,0,10,0.0,0
1940,PROD-177100,PROD-121055 SEG-504165 Junior Apparel Cozy Pullovers Varied,Junior Apparel Cozy Pullovers,C,5,0,0,0,0.0,0
1941,PROD-177103,PROD-121067 SEG-504167 Junior Apparel Cozy Trousers Varied,Junior Apparel Cozy Trousers,C,5,0,0,2,0.0,0
1942,PROD-177105,PROD-121065 SEG-504167 Junior Apparel Cozy Trousers Varied,Junior Apparel Cozy Trousers,C,5,0,0,0,0.0,0
1943,PROD-177108,PROD-121062 SEG-504166 Junior Apparel Cozy Pullovers Varied,Junior Apparel Cozy Pullovers,C,9,0,0,0,0.0,0
2235,PROD-188435,PROD-122929 SEG-504712 Junior Apparel Cozy Pullovers Varied,Junior Apparel Cozy Pullovers,C,9,0,0,0,0.0,0
1689,PROD-171013,PROD-122050 SEG-504468 Junior Apparel Cozy Trousers Varied,Junior Apparel Cozy Trousers,C,14,0,0,1,0.0,0
2322,PROD-194287,PROD-114481 SEG-502549 Scholar Footwear Modern Legend Summit,Scholar Footwear Modern Legend,A,40,0,0,2,0.0,0
156,PROD-124430,PROD-154325 SEG-512711 Femme Footwear Trailblazer Zephyr,Femme Footwear Trailblazer,A,40,0,0,16,0.0,0
157,PROD-124431,PROD-154326 SEG-512711 Femme Footwear Trailblazer Zephyr,Femme Footwear Trailblazer,A,40,0,0,15,0.0,0
158,PROD-124432,PROD-154327 SEG-512711 Femme Footwear Trailblazer Zephyr,Femme Footwear Trailblazer,A,40,0,0,12,0.0,0
2275,PROD-190490,PROD-105042 SEG-500828 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,9,0,0,0,0.0,0
1144,PROD-166177,PROD-148950 SEG-511405 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,A,40,0,0,6,0.0,0
1146,PROD-166179,PROD-148952 SEG-511405 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,B,40,0,0,0,0.0,0
1149,PROD-166183,PROD-148901 SEG-511400 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,B,23,2,0,0,0.0,2
1150,PROD-166184,PROD-148902 SEG-511400 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,B,23,2,0,0,0.0,2
2276,PROD-190491,PROD-105041 SEG-500828 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,9,0,0,0,0.0,0
1157,PROD-166226,PROD-149562 SEG-511489 Junior Apparel Cozy Pullovers Varied,Junior Apparel Cozy Pullovers,C,14,1,1,1,0.0,2
2287,PROD-191291,PROD-130480 SEG-506679 Junior Apparel Cozy Trousers Varied,Junior Apparel Cozy Trousers,C,9,0,0,0,0.0,0
1127,PROD-166160,PROD-149170 SEG-511428 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,B,40,4,0,1,0.0,4
1128,PROD-166161,PROD-149171 SEG-511428 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,B,40,0,0,0,0.0,0
1130,PROD-166163,PROD-148936 SEG-511404 Femme Footwear Trailblazer Equilibrium,Femme Footwear Trailblazer,A,40,1,0,7,0.0,1
1900,PROD-176004,PROD-188078 SEG-520268 Femme Footwear Trailblazer Zephyr,Femme Footwear Trailblazer,A,40,0,0,2,0.0,0
1903,PROD-176007,PROD-188081 SEG-520268 Femme Footwear Trailblazer Zephyr,Femme Footwear Trailblazer,B,40,0,0,0,0.0,0
1905,PROD-176325,PROD-111682 SEG-502290 Scholar Footwear Flight Classic Zephyr,Scholar Footwear Flight Classic,B,40,0,0,2,0.0,0
2290,PROD-191294,PROD-130476 SEG-506677 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,9,0,0,0,0.0,0
175,PROD-125402,PROD-185208 SEG-519441 Femme Footwear Boot Collection Plushfoot,Femme Footwear Boot Collection,B,15,0,0,0,0.0,0
176,PROD-125403,PROD-185209 SEG-519441 Femme Footwear Boot Collection Plushfoot,Femme Footwear Boot Collection,B,16,0,0,3,0.0,0
177,PROD-125404,PROD-185210 SEG-519441 Femme Footwear Boot Collection Plushfoot,Femme Footwear Boot Collection,B,17,0,0,3,0.0,0
534,PROD-153816,PROD-122194 SEG-504498 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,15,0,0,2,0.0,0
538,PROD-153835,PROD-134082 SEG-507545 Junior Apparel Light Shells Varied,Junior Apparel Light Shells,C,18,0,0,3,0.0,0
2323,PROD-194288,PROD-114480 SEG-502549 Scholar Footwear Modern Legend Summit,Scholar Footwear Modern Legend,A,40,0,0,1,0.0,0
509,PROD-152542,PROD-174088 SEG-516991 Femme Footwear Court Casual Zephyr,Femme Footwear Court Casual,B,22,6,0,0,0.0,6
374,PROD-146843,PROD-170770 SEG-516389 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,16,0,0,1,0.0,0
380,PROD-146852,PROD-170777 SEG-516390 Junior Apparel Trousers Varied,Junior Apparel Trousers,C,12,0,0,0,0.0,0
1686,PROD-171007,PROD-122060 SEG-504470 Junior Apparel Crew Tees Varied,Junior Apparel Crew Tees,C,18,0,0,0,0.0,0
178,PROD-125405,PROD-185211 SEG-519441 Femme Footwear Boot Collection Plushfoot,Femme Footwear Boot Collection,B,18,0,0,0,0.0,0
1687,PROD-171010,PROD-122045 SEG-504467 Junior Apparel Cozy Pullovers Varied,Junior Apparel Cozy Pullovers,C,13,0,0,1,0.0,0
360,PROD-146044,PROD-190020 SEG-520669 Femme Footwear Court Casual Zephyr,Femme Footwear Court Casual,C,21,0,0,2,0.0,0
362,PROD-146809,PROD-174411 SEG-517039 Junior Apparel Cozy Pullovers Varied,Junior Apparel Cozy Pullovers,C,14,0,0,2,0.0,0
386,PROD-147978,PROD-157748 SEG-513796 Junior Apparel Light Shells Varied,Junior Apparel Light Shells,C,10,0,0,2,0.0,0
387,PROD-147979,PROD-157747 SEG-513796 Junior Apparel Light Shells Varied,Junior Apparel Light Shells,C,9,0,0,1,0.0,0
1688,PROD-171012,PROD-122051 SEG-504468 Junior Apparel Cozy Trousers Varied,Junior Apparel Cozy Trousers,C,14,0,0,1,0.0,0
2325,PROD-194290,PROD-114482 SEG-502549 Scholar Footwear Modern Legend Summit,Scholar Footwear Modern Legend,A,40,0,0,3,0.0,0
627,PROD-157402,PROD-148444 SEG-511311 Junior Apparel Printed Tees Varied,Junior Apparel Printed Tees,C,16,0,0,5,0.0,0
596,PROD-156681,PROD-104719 SEG-500693 Newborn Footwear Trailblazer Varied,Scholar Footwear Trailblazer,B,13,1,1,4,0.0,2
605,PROD-156872,PROD-104380 SEG-500626 Junior Apparel Denim Classics Varied,Junior Apparel Denim Classics,C,12,0,0,4,0.0,0
1180,PROD-167107,PROD-109512 SEG-501988 Femme Footwear Trailblazer Stride Pro,Femme Footwear Trailblazer,B,7,0,0,4,0.0,0
1181,PROD-167108,PROD-109513 SEG-501988 Femme Footwear Trailblazer Stride Pro,Femme Footwear Trailblazer,B,8,0,0,4,0.0,0
1182,PROD-167109,PROD-109514 SEG-501988 Femme Footwear Trailblazer Stride Pro,Femme Footwear Trailblazer,B,7,0,0,3,0.0,0
1183,PROD-167110,PROD-109515 SEG-501988 Femme Footwear Trailblazer Stride Pro,Femme Footwear Trailblazer,B,9,0,0,3,0.0,0
1184,PROD-167112,PROD-109517 SEG-501988 Femme Footwear Trailblazer Stride Pro,Femme Footwear Trailblazer,B,8,0,0,1,0.0,0
1185,PROD-167187,PROD-103374 SEG-500459 Scholar Footwear Canvas Styles Drifter,Scholar Footwear Canvas Styles,A,27,0,0,17,0.0,0
606,PROD-156873,PROD-104381 SEG-500626 Junior Apparel Denim Classics Varied,Junior Apparel Denim Classics,C,16,0,0,4,0.0,0
1890,PROD-175969,PROD-154308 SEG-512708 Femme Footwear Trailblazer Zephyr,Femme Footwear Trailblazer,A,40,0,0,1,0.0,0
1891,PROD-175970,PROD-154309 SEG-512708 Femme Footwear Trailblazer Zephyr,Femme Footwear Trailblazer,A,40,0,0,2,0.0,0
1892,PROD-175971,PROD-154310 SEG-512708 Femme Footwear Trailblazer Zephyr,Femme Footwear Trailblazer,A,40,0,0,1,0.0,0
1893,PROD-175972,PROD-154302 SEG-512708 Femme Footwear Trailblazer Zephyr,Femme Footwear Trailblazer,B,40,0,0,0,0.0,0
1895,PROD-175997,PROD-166631 SEG-515650 Femme Footwear Trailblazer Zephyr,Femme Footwear Trailblazer,B,40,0,0,0,0.0,0
1896,PROD-176000,PROD-188074 SEG-520268 Femme Footwear Trailblazer Zephyr,Femme Footwear Trailblazer,B,40,0,0,2,0.0,0
1897,PROD-176001,PROD-188075 SEG-520268 Femme Footwear Trailblazer Zephyr,Femme Footwear Trailblazer,B,40,0,0,1,0.0,0
